samp_name,samp_category,neg_cont_type,pos_cont_type,materialSampleID,sample_derived_from,sample_composed_of,rel_cont_id,biological_rep_relation,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,verbatimCoordinateSystem,verbatimSRS,geo_loc_name,eventDate,eventDurationValue,verbatimEventDate,verbatimEventTime,env_broad_scale,env_local_scale,env_medium,habitat_natural_artificial_0_1,samp_collect_method,samp_collect_device,samp_size,samp_size_unit,samp_store_temp,samp_store_sol,samp_store_dur,samp_store_loc,dna_store_loc,samp_store_method_additional,samp_mat_process,filter_passive_active_0_1,stationed_sample_dur,pump_flow_rate,pump_flow_rate_unit,prefilter_material,size_frac_low,size_frac,filter_diameter,filter_surface_area,filter_material,filter_name,precip_chem_prep,precip_force_prep,precip_time_prep,precip_temp_prep,prepped_samp_store_temp,prepped_samp_store_sol,prepped_samp_store_dur,prep_method_additional,date_ext,samp_vol_we_dna_ext,samp_vol_we_dna_ext_unit,nucl_acid_ext_lysis,nucl_acid_ext_sep,nucl_acid_ext,nucl_acid_ext_kit,nucl_acid_ext_modify,dna_cleanup_0_1,dna_cleanup_method,concentration,concentration_unit,concentration_method,ratioOfAbsorbance260_280,pool_dna_num,nucl_acid_ext_method_additional,assay_name,minimumDepthInMeters,maximumDepthInMeters,tot_depth_water_col,temp,chlorophyll,salinity,diss_oxygen,diss_oxygen_unit,nitrate,nitrate_unit,nitrite,nitrite_unit,ammonium,ammonium_unit,phosphate,phosphate_unit,pressure,pressure_unit,silicate,silicate_unit,cruise_id,station_id,ctd_cast_number,ctd_bottle_number,replicate_number,extract_id,extract_plate,extract_well,collection_depth
e04258,sample,not applicable,not applicable,E1877.SKQ23-12S,E1877.SKQ23-12S,not applicable,,not applicable,-174.67402,62.19452,174° 40.410' W,62° 11.695' N,degrees minutes seconds,WGS84,USA: Bering Sea,2023-09-14T13:34:00Z,T0S/T1S,9/14/2023,5:34,oceanic epipelagic zone biome [ENVO:01000035],marine photic zone [ENVO:00000209],ocean water [ENVO:00002149],0,https://zenodo.org/records/11398179,Niskin Bottle,1000,mL,ambient temperature,not applicable,T1H,Sikuliaq,OME -80 Freezer,Stored in a 1 L brown Nalgene bottle,Water samples were collected from the niskin into 1 L bottles then filtered through a 0.22 micron sterivex filter using a peristaltic pump with tubing attached to the outlet end of the sterivex.,1,not applicable,missing: not collected,not applicable,not applicable,not applicable,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,P236DT10H26M,2 mL of 96% molecular grade ethanol used for preservation.,5/8/2024,1000,mL,physical | enzymatic | thermal,column-based,https://zenodo.org/records/14902117,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,4.16,ng/µl,Qubit Fluorometer v.4 dsDNA high sensitivity kit,not applicable,1,Extractions completed in a Biosafety Cabinet for sterility purposes. ,mifish-u-12s | marver1,65.929,66.929,71,-1.5216,0.0832,31.837,280.045,mmol/kg,13,µmol/L,0.04,µmol/L,2.77,µmol/L,1.905,µmol/L,67.589,dbar,41.1,µmol/L,SKQ23 EcoFOCI DBO,M8,1,1,1,e04258,35_2024,F8,67.7
e04449,sample,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,-161.040629,71.454808,not applicable,not applicable,not applicable,not applicable,Pacific Ocean: Northern Bering Sea; Pacific Ocean: Chukchi Sea,8/18/2024,not applicable,not applicable,not applicable,oceanic epipelagic zone biome [ENVO:01000035],marine photic zone [ENVO:00000209],ocean water [ENVO:00002149],0,https://zenodo.org/records/11398179,Niskin Bottle,1000,mL,ambient temperature,not applicable,unknown,Sikuliaq,ABL -20 Freezer,unknown,Water samples were filtered through a 0.22 micron sterivex filter using a peristaltic pump with tubing attached to the outlet end of the sterivex.,1,not applicable,missing: not collected,not applicable,not applicable,not applicable,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,P0Y2M21D,2 mL of 96% molecular grade ethanol used for preservation.,11/7/2024,1000,mL,physical | enzymatic | thermal,column-based,https://zenodo.org/records/14902117,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,22.2,ng/µl,Qubit Fluorometer v.4 dsDNA high sensitivity kit,not applicable,1,Extractions completed in a Biosafety Cabinet for sterility purposes. ,mifish-u-12s ,,,,,,,,,,,,,,,,,,,,,SKQ24 EcoFOCI DBO,DBO 4.3n,,,1,e04449,40_2024,B12,43
e04450,sample,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,-161.040629,71.454808,not applicable,not applicable,not applicable,not applicable,Pacific Ocean: Northern Bering Sea; Pacific Ocean: Chukchi Sea,8/18/2024,not applicable,not applicable,not applicable,oceanic epipelagic zone biome [ENVO:01000035],marine photic zone [ENVO:00000209],ocean water [ENVO:00002149],0,https://zenodo.org/records/11398179,Niskin Bottle,1000,mL,ambient temperature,not applicable,unknown,Sikuliaq,ABL -20 Freezer,unknown,Water samples were filtered through a 0.22 micron sterivex filter using a peristaltic pump with tubing attached to the outlet end of the sterivex.,1,not applicable,missing: not collected,not applicable,not applicable,not applicable,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,P0Y2M21D,2 mL of 96% molecular grade ethanol used for preservation.,11/7/2024,1000,mL,physical | enzymatic | thermal,column-based,https://zenodo.org/records/14902117,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,unknown,not applicable,not applicable ,not applicable,1,Extractions completed in a Biosafety Cabinet for sterility purposes. ,mifish-u-12s ,,,,,,,,,,,,,,,,,,,,,SKQ24 EcoFOCI DBO,DBO 4.3n,,,1,e04450,40_2024,C12,30
e04451,sample,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,-161.040629,71.454808,not applicable,not applicable,not applicable,not applicable,Pacific Ocean: Northern Bering Sea; Pacific Ocean: Chukchi Sea,8/18/2024,not applicable,not applicable,not applicable,oceanic epipelagic zone biome [ENVO:01000035],marine photic zone [ENVO:00000209],ocean water [ENVO:00002149],0,https://zenodo.org/records/11398179,Niskin Bottle,1000,mL,ambient temperature,not applicable,unknown,Sikuliaq,ABL -20 Freezer,unknown,Water samples were filtered through a 0.22 micron sterivex filter using a peristaltic pump with tubing attached to the outlet end of the sterivex.,1,not applicable,missing: not collected,not applicable,not applicable,not applicable,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,P0Y2M21D,2 mL of 96% molecular grade ethanol used for preservation.,11/7/2024,1000,mL,physical | enzymatic | thermal,column-based,https://zenodo.org/records/14902117,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,unknown,not applicable,not applicable ,not applicable,1,Extractions completed in a Biosafety Cabinet for sterility purposes. ,mifish-u-12s ,,,,,,,,,,,,,,,,,,,,,SKQ24 EcoFOCI DBO,DBO 4.3n,,,1,e04451,40_2024,D12,10
e04452,sample,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,-160.271276,71.194841,not applicable,not applicable,not applicable,not applicable,Pacific Ocean: Northern Bering Sea; Pacific Ocean: Chukchi Sea,8/19/2024,not applicable,not applicable,not applicable,oceanic epipelagic zone biome [ENVO:01000035],marine photic zone [ENVO:00000209],ocean water [ENVO:00002149],0,https://zenodo.org/records/11398179,Niskin Bottle,1000,mL,ambient temperature,not applicable,unknown,Sikuliaq,ABL -20 Freezer,unknown,Water samples were filtered through a 0.22 micron sterivex filter using a peristaltic pump with tubing attached to the outlet end of the sterivex.,1,not applicable,missing: not collected,not applicable,not applicable,not applicable,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,P0Y2M20D,2 mL of 96% molecular grade ethanol used for preservation.,11/7/2024,1000,mL,physical | enzymatic | thermal,column-based,https://zenodo.org/records/14902117,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,unknown,not applicable,not applicable ,not applicable,1,Extractions completed in a Biosafety Cabinet for sterility purposes. ,mifish-u-12s ,,,,,,,,,,,,,,,,,,,,,SKQ24 EcoFOCI DBO,DBO 4.1n,,,1,e04452,40_2024,E12,49
e04453,sample,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,-160.271276,71.194841,not applicable,not applicable,not applicable,not applicable,Pacific Ocean: Northern Bering Sea; Pacific Ocean: Chukchi Sea,8/19/2024,not applicable,not applicable,not applicable,oceanic epipelagic zone biome [ENVO:01000035],marine photic zone [ENVO:00000209],ocean water [ENVO:00002149],0,https://zenodo.org/records/11398179,Niskin Bottle,1000,mL,ambient temperature,not applicable,unknown,Sikuliaq,ABL -20 Freezer,unknown,Water samples were filtered through a 0.22 micron sterivex filter using a peristaltic pump with tubing attached to the outlet end of the sterivex.,1,not applicable,missing: not collected,not applicable,not applicable,not applicable,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,P0Y2M20D,2 mL of 96% molecular grade ethanol used for preservation.,11/7/2024,1000,mL,physical | enzymatic | thermal,column-based,https://zenodo.org/records/14902117,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,unknown,not applicable,not applicable ,not applicable,1,Extractions completed in a Biosafety Cabinet for sterility purposes. ,mifish-u-12s ,,,,,,,,,,,,,,,,,,,,,SKQ24 EcoFOCI DBO,DBO 4.1n,,,1,e04453,40_2024,F12,30
e04454,sample,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,-160.271276,71.194841,not applicable,not applicable,not applicable,not applicable,Pacific Ocean: Northern Bering Sea; Pacific Ocean: Chukchi Sea,8/19/2024,not applicable,not applicable,not applicable,oceanic epipelagic zone biome [ENVO:01000035],marine photic zone [ENVO:00000209],ocean water [ENVO:00002149],0,https://zenodo.org/records/11398179,Niskin Bottle,1000,mL,ambient temperature,not applicable,unknown,Sikuliaq,ABL -20 Freezer,unknown,Water samples were filtered through a 0.22 micron sterivex filter using a peristaltic pump with tubing attached to the outlet end of the sterivex.,1,not applicable,missing: not collected,not applicable,not applicable,not applicable,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,P0Y2M20D,2 mL of 96% molecular grade ethanol used for preservation.,11/7/2024,1000,mL,physical | enzymatic | thermal,column-based,https://zenodo.org/records/14902117,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,unknown,not applicable,not applicable ,not applicable,1,Extractions completed in a Biosafety Cabinet for sterility purposes. ,mifish-u-12s ,,,,,,,,,,,,,,,,,,,,,SKQ24 EcoFOCI DBO,DBO 4.1n,,,1,e04454,40_2024,G12,10
e04455,sample,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,-160.651716,71.321309,not applicable,not applicable,not applicable,not applicable,Pacific Ocean: Northern Bering Sea; Pacific Ocean: Chukchi Sea,8/19/2024,not applicable,not applicable,not applicable,oceanic epipelagic zone biome [ENVO:01000035],marine photic zone [ENVO:00000209],ocean water [ENVO:00002149],0,https://zenodo.org/records/11398179,Niskin Bottle,1000,mL,ambient temperature,not applicable,unknown,Sikuliaq,ABL -20 Freezer,unknown,Water samples were filtered through a 0.22 micron sterivex filter using a peristaltic pump with tubing attached to the outlet end of the sterivex.,1,not applicable,missing: not collected,not applicable,not applicable,not applicable,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,P0Y2M20D,2 mL of 96% molecular grade ethanol used for preservation.,11/7/2024,1000,mL,physical | enzymatic | thermal,column-based,https://zenodo.org/records/14902117,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,unknown,not applicable,not applicable ,not applicable,1,Extractions completed in a Biosafety Cabinet for sterility purposes. ,mifish-u-12s ,,,,,,,,,,,,,,,,,,,,,SKQ24 EcoFOCI DBO,DBO 4.2n,,,1,e04455,41_2024,A1,44
e04456,sample,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,-160.651716,71.321309,not applicable,not applicable,not applicable,not applicable,Pacific Ocean: Northern Bering Sea; Pacific Ocean: Chukchi Sea,8/19/2024,not applicable,not applicable,not applicable,oceanic epipelagic zone biome [ENVO:01000035],marine photic zone [ENVO:00000209],ocean water [ENVO:00002149],0,https://zenodo.org/records/11398179,Niskin Bottle,1000,mL,ambient temperature,not applicable,unknown,Sikuliaq,ABL -20 Freezer,unknown,Water samples were filtered through a 0.22 micron sterivex filter using a peristaltic pump with tubing attached to the outlet end of the sterivex.,1,not applicable,missing: not collected,not applicable,not applicable,not applicable,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,P0Y2M20D,2 mL of 96% molecular grade ethanol used for preservation.,11/7/2024,1000,mL,physical | enzymatic | thermal,column-based,https://zenodo.org/records/14902117,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,unknown,not applicable,not applicable ,not applicable,1,Extractions completed in a Biosafety Cabinet for sterility purposes. ,mifish-u-12s ,,,,,,,,,,,,,,,,,,,,,SKQ24 EcoFOCI DBO,DBO 4.2n,,,1,e04456,41_2024,B1,30
e04457,sample,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,-160.651716,71.321309,not applicable,not applicable,not applicable,not applicable,Pacific Ocean: Northern Bering Sea; Pacific Ocean: Chukchi Sea,8/19/2024,not applicable,not applicable,not applicable,oceanic epipelagic zone biome [ENVO:01000035],marine photic zone [ENVO:00000209],ocean water [ENVO:00002149],0,https://zenodo.org/records/11398179,Niskin Bottle,1000,mL,ambient temperature,not applicable,unknown,Sikuliaq,ABL -20 Freezer,unknown,Water samples were filtered through a 0.22 micron sterivex filter using a peristaltic pump with tubing attached to the outlet end of the sterivex.,1,not applicable,missing: not collected,not applicable,not applicable,not applicable,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,P0Y2M20D,2 mL of 96% molecular grade ethanol used for preservation.,11/7/2024,1000,mL,physical | enzymatic | thermal,column-based,https://zenodo.org/records/14902117,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,22.9,ng/µl,Qubit Fluorometer v.4 dsDNA high sensitivity kit,not applicable,1,Extractions completed in a Biosafety Cabinet for sterility purposes. ,mifish-u-12s ,,,,,,,,,,,,,,,,,,,,,SKQ24 EcoFOCI DBO,DBO 4.2n,,,1,e04457,41_2024,C1,10
e04458,sample,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,-157.151427,71.251809,not applicable,not applicable,not applicable,not applicable,Pacific Ocean: Northern Bering Sea; Pacific Ocean: Chukchi Sea,8/20/2024,not applicable,not applicable,not applicable,oceanic epipelagic zone biome [ENVO:01000035],marine photic zone [ENVO:00000209],ocean water [ENVO:00002149],0,https://zenodo.org/records/11398179,Niskin Bottle,1000,mL,ambient temperature,not applicable,unknown,Sikuliaq,ABL -20 Freezer,unknown,Water samples were filtered through a 0.22 micron sterivex filter using a peristaltic pump with tubing attached to the outlet end of the sterivex.,1,not applicable,missing: not collected,not applicable,not applicable,not applicable,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,P0Y3M1D,2 mL of 96% molecular grade ethanol used for preservation.,11/19/2024,1000,mL,physical | enzymatic | thermal,column-based,https://zenodo.org/records/14902117,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,unknown,not applicable,not applicable ,not applicable,1,Extractions completed in a Biosafety Cabinet for sterility purposes. ,mifish-u-12s ,,,,,,,,,,,,,,,,,,,,,SKQ24 EcoFOCI DBO,DBO 5.1,,,1,e04458,41_2024,D1,43
e04459,sample,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,-157.151427,71.251809,not applicable,not applicable,not applicable,not applicable,Pacific Ocean: Northern Bering Sea; Pacific Ocean: Chukchi Sea,8/20/2024,not applicable,not applicable,not applicable,oceanic epipelagic zone biome [ENVO:01000035],marine photic zone [ENVO:00000209],ocean water [ENVO:00002149],0,https://zenodo.org/records/11398179,Niskin Bottle,1000,mL,ambient temperature,not applicable,unknown,Sikuliaq,ABL -20 Freezer,unknown,Water samples were filtered through a 0.22 micron sterivex filter using a peristaltic pump with tubing attached to the outlet end of the sterivex.,1,not applicable,missing: not collected,not applicable,not applicable,not applicable,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,P0Y3M1D,2 mL of 96% molecular grade ethanol used for preservation.,11/19/2024,1000,mL,physical | enzymatic | thermal,column-based,https://zenodo.org/records/14902117,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,unknown,not applicable,not applicable ,not applicable,1,Extractions completed in a Biosafety Cabinet for sterility purposes. ,mifish-u-12s ,,,,,,,,,,,,,,,,,,,,,SKQ24 EcoFOCI DBO,DBO 5.1,,,1,e04459,41_2024,E1,30
e04460,sample,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,-157.151427,71.251809,not applicable,not applicable,not applicable,not applicable,Pacific Ocean: Northern Bering Sea; Pacific Ocean: Chukchi Sea,8/20/2024,not applicable,not applicable,not applicable,oceanic epipelagic zone biome [ENVO:01000035],marine photic zone [ENVO:00000209],ocean water [ENVO:00002149],0,https://zenodo.org/records/11398179,Niskin Bottle,1000,mL,ambient temperature,not applicable,unknown,Sikuliaq,ABL -20 Freezer,unknown,Water samples were filtered through a 0.22 micron sterivex filter using a peristaltic pump with tubing attached to the outlet end of the sterivex.,1,not applicable,missing: not collected,not applicable,not applicable,not applicable,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,P0Y3M1D,2 mL of 96% molecular grade ethanol used for preservation.,11/19/2024,1000,mL,physical | enzymatic | thermal,column-based,https://zenodo.org/records/14902117,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,unknown,not applicable,not applicable ,not applicable,1,Extractions completed in a Biosafety Cabinet for sterility purposes. ,mifish-u-12s ,,,,,,,,,,,,,,,,,,,,,SKQ24 EcoFOCI DBO,DBO 5.1,,,1,e04460,41_2024,F1,10
e04461,sample,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,-157.311484,71.332776,not applicable,not applicable,not applicable,not applicable,Pacific Ocean: Northern Bering Sea; Pacific Ocean: Chukchi Sea,8/20/2024,not applicable,not applicable,not applicable,oceanic epipelagic zone biome [ENVO:01000035],marine photic zone [ENVO:00000209],ocean water [ENVO:00002149],0,https://zenodo.org/records/11398179,Niskin Bottle,1000,mL,ambient temperature,not applicable,unknown,Sikuliaq,ABL -20 Freezer,unknown,Water samples were filtered through a 0.22 micron sterivex filter using a peristaltic pump with tubing attached to the outlet end of the sterivex.,1,not applicable,missing: not collected,not applicable,not applicable,not applicable,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,P0Y3M1D,2 mL of 96% molecular grade ethanol used for preservation.,11/19/2024,1000,mL,physical | enzymatic | thermal,column-based,https://zenodo.org/records/14902117,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,unknown,not applicable,not applicable ,not applicable,1,Extractions completed in a Biosafety Cabinet for sterility purposes. ,mifish-u-12s ,,,,,,,,,,,,,,,,,,,,,SKQ24 EcoFOCI DBO,DBO 5.3,,,1,e04461,41_2024,G1,87
e04462,sample,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,-157.311484,71.332776,not applicable,not applicable,not applicable,not applicable,Pacific Ocean: Northern Bering Sea; Pacific Ocean: Chukchi Sea,8/20/2024,not applicable,not applicable,not applicable,oceanic epipelagic zone biome [ENVO:01000035],marine photic zone [ENVO:00000209],ocean water [ENVO:00002149],0,https://zenodo.org/records/11398179,Niskin Bottle,1000,mL,ambient temperature,not applicable,unknown,Sikuliaq,ABL -20 Freezer,unknown,Water samples were filtered through a 0.22 micron sterivex filter using a peristaltic pump with tubing attached to the outlet end of the sterivex.,1,not applicable,missing: not collected,not applicable,not applicable,not applicable,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,P0Y3M1D,2 mL of 96% molecular grade ethanol used for preservation.,11/19/2024,1000,mL,physical | enzymatic | thermal,column-based,https://zenodo.org/records/14902117,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,unknown,not applicable,not applicable ,not applicable,1,Extractions completed in a Biosafety Cabinet for sterility purposes. ,mifish-u-12s ,,,,,,,,,,,,,,,,,,,,,SKQ24 EcoFOCI DBO,DBO 5.3,,,1,e04462,41_2024,H1,30
e04463,sample,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,-157.311484,71.332776,not applicable,not applicable,not applicable,not applicable,Pacific Ocean: Northern Bering Sea; Pacific Ocean: Chukchi Sea,8/20/2024,not applicable,not applicable,not applicable,oceanic epipelagic zone biome [ENVO:01000035],marine photic zone [ENVO:00000209],ocean water [ENVO:00002149],0,https://zenodo.org/records/11398179,Niskin Bottle,1000,mL,ambient temperature,not applicable,unknown,Sikuliaq,ABL -20 Freezer,unknown,Water samples were filtered through a 0.22 micron sterivex filter using a peristaltic pump with tubing attached to the outlet end of the sterivex.,1,not applicable,missing: not collected,not applicable,not applicable,not applicable,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,P0Y3M1D,2 mL of 96% molecular grade ethanol used for preservation.,11/19/2024,1000,mL,physical | enzymatic | thermal,column-based,https://zenodo.org/records/14902117,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,unknown,not applicable,not applicable ,not applicable,1,Extractions completed in a Biosafety Cabinet for sterility purposes. ,mifish-u-12s ,,,,,,,,,,,,,,,,,,,,,SKQ24 EcoFOCI DBO,DBO 5.3,,,1,e04463,41_2024,A2,10
e04464,sample,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,-157.477955,71.412348,not applicable,not applicable,not applicable,not applicable,Pacific Ocean: Northern Bering Sea; Pacific Ocean: Chukchi Sea,8/20/2024,not applicable,not applicable,not applicable,oceanic epipelagic zone biome [ENVO:01000035],marine photic zone [ENVO:00000209],ocean water [ENVO:00002149],0,https://zenodo.org/records/11398179,Niskin Bottle,1000,mL,ambient temperature,not applicable,unknown,Sikuliaq,ABL -20 Freezer,unknown,Water samples were filtered through a 0.22 micron sterivex filter using a peristaltic pump with tubing attached to the outlet end of the sterivex.,1,not applicable,missing: not collected,not applicable,not applicable,not applicable,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,P0Y3M1D,2 mL of 96% molecular grade ethanol used for preservation.,11/19/2024,1000,mL,physical | enzymatic | thermal,column-based,https://zenodo.org/records/14902117,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,unknown,not applicable,not applicable ,not applicable,1,Extractions completed in a Biosafety Cabinet for sterility purposes. ,mifish-u-12s ,,,,,,,,,,,,,,,,,,,,,SKQ24 EcoFOCI DBO,DBO 5.5,,,1,e04464,41_2024,B2,120
e04465,sample,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,-157.477955,71.412348,not applicable,not applicable,not applicable,not applicable,Pacific Ocean: Northern Bering Sea; Pacific Ocean: Chukchi Sea,8/20/2024,not applicable,not applicable,not applicable,oceanic epipelagic zone biome [ENVO:01000035],marine photic zone [ENVO:00000209],ocean water [ENVO:00002149],0,https://zenodo.org/records/11398179,Niskin Bottle,1000,mL,ambient temperature,not applicable,unknown,Sikuliaq,ABL -20 Freezer,unknown,Water samples were filtered through a 0.22 micron sterivex filter using a peristaltic pump with tubing attached to the outlet end of the sterivex.,1,not applicable,missing: not collected,not applicable,not applicable,not applicable,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,P0Y3M1D,2 mL of 96% molecular grade ethanol used for preservation.,11/19/2024,1000,mL,physical | enzymatic | thermal,column-based,https://zenodo.org/records/14902117,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,unknown,not applicable,not applicable ,not applicable,1,Extractions completed in a Biosafety Cabinet for sterility purposes. ,mifish-u-12s ,,,,,,,,,,,,,,,,,,,,,SKQ24 EcoFOCI DBO,DBO 5.5,,,1,e04465,41_2024,C2,30
e04466,sample,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,-157.477955,71.412348,not applicable,not applicable,not applicable,not applicable,Pacific Ocean: Northern Bering Sea; Pacific Ocean: Chukchi Sea,8/20/2024,not applicable,not applicable,not applicable,oceanic epipelagic zone biome [ENVO:01000035],marine photic zone [ENVO:00000209],ocean water [ENVO:00002149],0,https://zenodo.org/records/11398179,Niskin Bottle,1000,mL,ambient temperature,not applicable,unknown,Sikuliaq,ABL -20 Freezer,unknown,Water samples were filtered through a 0.22 micron sterivex filter using a peristaltic pump with tubing attached to the outlet end of the sterivex.,1,not applicable,missing: not collected,not applicable,not applicable,not applicable,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,P0Y3M1D,2 mL of 96% molecular grade ethanol used for preservation.,11/19/2024,1000,mL,physical | enzymatic | thermal,column-based,https://zenodo.org/records/14902117,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,unknown,not applicable,not applicable ,not applicable,1,Extractions completed in a Biosafety Cabinet for sterility purposes. ,mifish-u-12s ,,,,,,,,,,,,,,,,,,,,,SKQ24 EcoFOCI DBO,DBO 5.5,,,1,e04466,41_2024,D2,10
